,Province,Municipality,Party,BallotType,ValidVotesCast,% Voter Turnout
1221,KwaZulu-Natal,KZN225 - Msunduzi,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,946,43.2
1222,KwaZulu-Natal,KZN225 - Msunduzi,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,913,43.2
1223,KwaZulu-Natal,KZN225 - Msunduzi,AFRICAN INDEPENDENT CONGRESS,PR,4848,43.2
1224,KwaZulu-Natal,KZN225 - Msunduzi,AFRICAN INDEPENDENT CONGRESS,Ward,1582,43.2
1225,KwaZulu-Natal,KZN225 - Msunduzi,AFRICAN NATIONAL CONGRESS,PR,146938,43.2
1226,KwaZulu-Natal,KZN225 - Msunduzi,AFRICAN NATIONAL CONGRESS,Ward,147297,43.2
1227,KwaZulu-Natal,KZN225 - Msunduzi,AFRICAN PEOPLE'S CONVENTION,PR,773,43.2
1228,KwaZulu-Natal,KZN225 - Msunduzi,AFRICAN PEOPLE'S CONVENTION,Ward,457,43.2
1229,KwaZulu-Natal,KZN225 - Msunduzi,AL JAMA-AH,PR,653,43.2
1230,KwaZulu-Natal,KZN225 - Msunduzi,AL JAMA-AH,Ward,908,43.2
1231,KwaZulu-Natal,KZN225 - Msunduzi,AZANIAN PEOPLE'S ORGANISATION,PR,254,43.2
1232,KwaZulu-Natal,KZN225 - Msunduzi,AZANIAN PEOPLE'S ORGANISATION,Ward,117,43.2
1233,KwaZulu-Natal,KZN225 - Msunduzi,CONGRESS  OF THE PEOPLE,PR,277,43.2
1234,KwaZulu-Natal,KZN225 - Msunduzi,CONGRESS  OF THE PEOPLE,Ward,126,43.2
1235,KwaZulu-Natal,KZN225 - Msunduzi,DEMOCRATIC ALLIANCE,PR,42865,43.2
1236,KwaZulu-Natal,KZN225 - Msunduzi,DEMOCRATIC ALLIANCE,Ward,42732,43.2
1237,KwaZulu-Natal,KZN225 - Msunduzi,ECONOMIC FREEDOM FIGHTERS,PR,8927,43.2
1238,KwaZulu-Natal,KZN225 - Msunduzi,ECONOMIC FREEDOM FIGHTERS,Ward,9344,43.2
1239,KwaZulu-Natal,KZN225 - Msunduzi,INDEPENDENT,Ward,4034,43.2
1240,KwaZulu-Natal,KZN225 - Msunduzi,INKATHA FREEDOM PARTY,PR,14712,43.2
1241,KwaZulu-Natal,KZN225 - Msunduzi,INKATHA FREEDOM PARTY,Ward,14886,43.2
1242,KwaZulu-Natal,KZN225 - Msunduzi,MINORITY FRONT,PR,585,43.2
1243,KwaZulu-Natal,KZN225 - Msunduzi,MINORITY FRONT,Ward,623,43.2
1244,KwaZulu-Natal,KZN225 - Msunduzi,PEOPLES ALLIANCE,PR,266,43.2
1245,KwaZulu-Natal,KZN225 - Msunduzi,PEOPLES ALLIANCE,Ward,146,43.2
1246,KwaZulu-Natal,KZN226 - Mkhambathini,AFRICAN NATIONAL CONGRESS,PR,12649,42.32
1247,KwaZulu-Natal,KZN226 - Mkhambathini,AFRICAN NATIONAL CONGRESS,Ward,12454,42.32
1248,KwaZulu-Natal,KZN226 - Mkhambathini,AFRICAN PEOPLE'S CONVENTION,PR,201,42.32
1249,KwaZulu-Natal,KZN226 - Mkhambathini,AFRICAN PEOPLE'S CONVENTION,Ward,202,42.32
1250,KwaZulu-Natal,KZN226 - Mkhambathini,DEMOCRATIC ALLIANCE,PR,1512,42.32
1251,KwaZulu-Natal,KZN226 - Mkhambathini,DEMOCRATIC ALLIANCE,Ward,1565,42.32
1252,KwaZulu-Natal,KZN226 - Mkhambathini,ECONOMIC FREEDOM FIGHTERS,PR,553,42.32
1253,KwaZulu-Natal,KZN226 - Mkhambathini,ECONOMIC FREEDOM FIGHTERS,Ward,593,42.32
1254,KwaZulu-Natal,KZN226 - Mkhambathini,INDEPENDENT,Ward,53,42.32
1255,KwaZulu-Natal,KZN226 - Mkhambathini,INKATHA FREEDOM PARTY,PR,3793,42.32
1256,KwaZulu-Natal,KZN226 - Mkhambathini,INKATHA FREEDOM PARTY,Ward,3832,42.32
1257,KwaZulu-Natal,KZN226 - Mkhambathini,PEOPLES ALLIANCE,PR,72,42.32
1258,KwaZulu-Natal,KZN226 - Mkhambathini,PEOPLES ALLIANCE,Ward,43,42.32
1259,KwaZulu-Natal,KZN227 - Richmond,AFRICAN NATIONAL CONGRESS,PR,14532,45.18
1260,KwaZulu-Natal,KZN227 - Richmond,AFRICAN NATIONAL CONGRESS,Ward,14240,45.18
1261,KwaZulu-Natal,KZN227 - Richmond,DEMOCRATIC ALLIANCE,PR,2060,45.18
1262,KwaZulu-Natal,KZN227 - Richmond,DEMOCRATIC ALLIANCE,Ward,2106,45.18
1263,KwaZulu-Natal,KZN227 - Richmond,ECONOMIC FREEDOM FIGHTERS,PR,1085,45.18
1264,KwaZulu-Natal,KZN227 - Richmond,ECONOMIC FREEDOM FIGHTERS,Ward,1174,45.18
1265,KwaZulu-Natal,KZN227 - Richmond,INDEPENDENT,Ward,61,45.18
1266,KwaZulu-Natal,KZN227 - Richmond,INKATHA FREEDOM PARTY,PR,569,45.18
1267,KwaZulu-Natal,KZN227 - Richmond,INKATHA FREEDOM PARTY,Ward,619,45.18
1268,KwaZulu-Natal,KZN227 - Richmond,PEOPLE'S REVOLUTIONARY MOVEMENT,PR,89,45.18
1269,KwaZulu-Natal,KZN227 - Richmond,PEOPLE'S REVOLUTIONARY MOVEMENT,Ward,61,45.18
1270,KwaZulu-Natal,KZN227 - Richmond,UNITED DEMOCRATIC MOVEMENT,PR,617,45.18
1271,KwaZulu-Natal,KZN227 - Richmond,UNITED DEMOCRATIC MOVEMENT,Ward,627,45.18
1272,KwaZulu-Natal,KZN235 - Okhahlamba,AFRICAN INDEPENDENT CONGRESS,PR,1207,31.08
1273,KwaZulu-Natal,KZN235 - Okhahlamba,AFRICAN INDEPENDENT CONGRESS,Ward,1117,31.08
1274,KwaZulu-Natal,KZN235 - Okhahlamba,AFRICAN NATIONAL CONGRESS,PR,18697,31.08
1275,KwaZulu-Natal,KZN235 - Okhahlamba,AFRICAN NATIONAL CONGRESS,Ward,17722,31.08
1276,KwaZulu-Natal,KZN235 - Okhahlamba,CONGRESS  OF THE PEOPLE,PR,3599,31.08
1277,KwaZulu-Natal,KZN235 - Okhahlamba,CONGRESS  OF THE PEOPLE,Ward,3633,31.08
1278,KwaZulu-Natal,KZN235 - Okhahlamba,DEMOCRATIC ALLIANCE,PR,1990,31.08
1279,KwaZulu-Natal,KZN235 - Okhahlamba,DEMOCRATIC ALLIANCE,Ward,1984,31.08
1280,KwaZulu-Natal,KZN235 - Okhahlamba,ECONOMIC FREEDOM FIGHTERS,PR,1155,31.08
1281,KwaZulu-Natal,KZN235 - Okhahlamba,ECONOMIC FREEDOM FIGHTERS,Ward,1241,31.08
1282,KwaZulu-Natal,KZN235 - Okhahlamba,INDEPENDENT,Ward,1427,31.08
1283,KwaZulu-Natal,KZN235 - Okhahlamba,INKATHA FREEDOM PARTY,PR,7869,31.08
1284,KwaZulu-Natal,KZN235 - Okhahlamba,INKATHA FREEDOM PARTY,Ward,7844,31.08
1285,KwaZulu-Natal,KZN235 - Okhahlamba,PEOPLE'S REVOLUTIONARY MOVEMENT,PR,149,31.08
1286,KwaZulu-Natal,KZN235 - Okhahlamba,PEOPLE'S REVOLUTIONARY MOVEMENT,Ward,30,31.08
1287,KwaZulu-Natal,KZN237 - Estcourt/Loskop,AFRICAN MANTUNGWA COMMUNITY,PR,167,32.03
1288,KwaZulu-Natal,KZN237 - Estcourt/Loskop,AFRICAN MANTUNGWA COMMUNITY,Ward,20,32.03
1289,KwaZulu-Natal,KZN237 - Estcourt/Loskop,AFRICAN NATIONAL CONGRESS,PR,31079,32.03
1290,KwaZulu-Natal,KZN237 - Estcourt/Loskop,AFRICAN NATIONAL CONGRESS,Ward,30479,32.03
1291,KwaZulu-Natal,KZN237 - Estcourt/Loskop,AL JAMA-AH,PR,2069,32.03
1292,KwaZulu-Natal,KZN237 - Estcourt/Loskop,AL JAMA-AH,Ward,2174,32.03
1293,KwaZulu-Natal,KZN237 - Estcourt/Loskop,CONGRESS  OF THE PEOPLE,Ward,43,32.03
1294,KwaZulu-Natal,KZN237 - Estcourt/Loskop,DEMOCRATIC ALLIANCE,PR,2590,32.03
1295,KwaZulu-Natal,KZN237 - Estcourt/Loskop,DEMOCRATIC ALLIANCE,Ward,2589,32.03
1296,KwaZulu-Natal,KZN237 - Estcourt/Loskop,ECONOMIC FREEDOM FIGHTERS,PR,1026,32.03
1297,KwaZulu-Natal,KZN237 - Estcourt/Loskop,ECONOMIC FREEDOM FIGHTERS,Ward,992,32.03
1298,KwaZulu-Natal,KZN237 - Estcourt/Loskop,INDEPENDENT,Ward,758,32.03
1299,KwaZulu-Natal,KZN237 - Estcourt/Loskop,INKATHA FREEDOM PARTY,PR,24709,32.03
1300,KwaZulu-Natal,KZN237 - Estcourt/Loskop,INKATHA FREEDOM PARTY,Ward,24720,32.03
1301,KwaZulu-Natal,KZN237 - Estcourt/Loskop,PAN AFRICANIST CONGRESS OF AZANIA,PR,154,32.03
1302,KwaZulu-Natal,KZN237 - Estcourt/Loskop,PAN AFRICANIST CONGRESS OF AZANIA,Ward,68,32.03
1303,KwaZulu-Natal,KZN237 - Estcourt/Loskop,PEOPLE'S REVOLUTIONARY MOVEMENT,PR,439,32.03
1304,KwaZulu-Natal,KZN237 - Estcourt/Loskop,PEOPLE'S REVOLUTIONARY MOVEMENT,Ward,344,32.03
1305,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,256,39.2
1306,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,238,39.2
1307,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,AFRICAN MANTUNGWA COMMUNITY,PR,496,39.2
1308,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,AFRICAN MANTUNGWA COMMUNITY,Ward,328,39.2
1309,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,AFRICAN NATIONAL CONGRESS,PR,64422,39.2
1310,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,AFRICAN NATIONAL CONGRESS,Ward,62836,39.2
1311,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,CONGRESS  OF THE PEOPLE,Ward,136,39.2
1312,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,DEMOCRATIC ALLIANCE,PR,6134,39.2
1313,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,DEMOCRATIC ALLIANCE,Ward,5887,39.2
1314,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,ECONOMIC FREEDOM FIGHTERS,PR,5148,39.2
1315,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,ECONOMIC FREEDOM FIGHTERS,Ward,5145,39.2
1316,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,INDEPENDENT,Ward,1012,39.2
1317,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,INKATHA FREEDOM PARTY,PR,21824,39.2
1318,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,INKATHA FREEDOM PARTY,Ward,21750,39.2
1319,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,NATIONAL DEMOCRATIC CONVENTION,PR,1061,39.2
1320,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,NATIONAL DEMOCRATIC CONVENTION,Ward,976,39.2
1321,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,NATIONAL PEOPLES AMBASSADORS,PR,721,39.2
1322,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,NATIONAL PEOPLES AMBASSADORS,Ward,969,39.2
1323,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,PAN AFRICANIST CONGRESS OF AZANIA,PR,151,39.2
1324,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,PAN AFRICANIST CONGRESS OF AZANIA,Ward,7,39.2
1325,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,VRYHEIDSFRONT PLUS,PR,253,39.2
1326,KwaZulu-Natal,KZN238 - Ladysmith/Waaihoek,VRYHEIDSFRONT PLUS,Ward,316,39.2
1327,KwaZulu-Natal,KZN241 - Endumeni,AFRICAN NATIONAL CONGRESS,PR,8452,29.08
1328,KwaZulu-Natal,KZN241 - Endumeni,AFRICAN NATIONAL CONGRESS,Ward,8112,29.08
1329,KwaZulu-Natal,KZN241 - Endumeni,DEMOCRATIC ALLIANCE,PR,2692,29.08
1330,KwaZulu-Natal,KZN241 - Endumeni,DEMOCRATIC ALLIANCE,Ward,2522,29.08
1331,KwaZulu-Natal,KZN241 - Endumeni,ECONOMIC FREEDOM FIGHTERS,PR,595,29.08
1332,KwaZulu-Natal,KZN241 - Endumeni,ECONOMIC FREEDOM FIGHTERS,Ward,684,29.08
1333,KwaZulu-Natal,KZN241 - Endumeni,INDEPENDENT,Ward,179,29.08
1334,KwaZulu-Natal,KZN241 - Endumeni,INKATHA FREEDOM PARTY,PR,4981,29.08
1335,KwaZulu-Natal,KZN241 - Endumeni,INKATHA FREEDOM PARTY,Ward,5227,29.08
1336,KwaZulu-Natal,KZN242 - Nqutu,AFRICAN NATIONAL CONGRESS,PR,19018,25.36
1337,KwaZulu-Natal,KZN242 - Nqutu,AFRICAN NATIONAL CONGRESS,Ward,17821,25.36
1338,KwaZulu-Natal,KZN242 - Nqutu,DEMOCRATIC ALLIANCE,PR,948,25.36
1339,KwaZulu-Natal,KZN242 - Nqutu,DEMOCRATIC ALLIANCE,Ward,884,25.36
1340,KwaZulu-Natal,KZN242 - Nqutu,ECONOMIC FREEDOM FIGHTERS,PR,1313,25.36
1341,KwaZulu-Natal,KZN242 - Nqutu,ECONOMIC FREEDOM FIGHTERS,Ward,1321,25.36
1342,KwaZulu-Natal,KZN242 - Nqutu,INDEPENDENT,Ward,2479,25.36
1343,KwaZulu-Natal,KZN242 - Nqutu,INKATHA FREEDOM PARTY,PR,19554,25.36
1344,KwaZulu-Natal,KZN242 - Nqutu,INKATHA FREEDOM PARTY,Ward,19099,25.36
1345,KwaZulu-Natal,KZN242 - Nqutu,NATIONAL FREEDOM PARTY,PR,3021,25.36
1346,KwaZulu-Natal,KZN242 - Nqutu,NATIONAL FREEDOM PARTY,Ward,2203,25.36
1347,KwaZulu-Natal,KZN244 - Msinga,AFRICAN NATIONAL CONGRESS,PR,18092,44.34
1348,KwaZulu-Natal,KZN244 - Msinga,AFRICAN NATIONAL CONGRESS,Ward,18083,44.34
1349,KwaZulu-Natal,KZN244 - Msinga,DEMOCRATIC ALLIANCE,PR,494,44.34
1350,KwaZulu-Natal,KZN244 - Msinga,DEMOCRATIC ALLIANCE,Ward,514,44.34
1351,KwaZulu-Natal,KZN244 - Msinga,ECONOMIC FREEDOM FIGHTERS,PR,380,44.34
1352,KwaZulu-Natal,KZN244 - Msinga,ECONOMIC FREEDOM FIGHTERS,Ward,545,44.34
1353,KwaZulu-Natal,KZN244 - Msinga,INDEPENDENT,Ward,331,44.34
1354,KwaZulu-Natal,KZN244 - Msinga,INKATHA FREEDOM PARTY,PR,37851,44.34
1355,KwaZulu-Natal,KZN244 - Msinga,INKATHA FREEDOM PARTY,Ward,37233,44.34
1356,KwaZulu-Natal,KZN245 - Umvoti,AFRICAN NATIONAL CONGRESS,PR,20050,34.24
1357,KwaZulu-Natal,KZN245 - Umvoti,AFRICAN NATIONAL CONGRESS,Ward,19860,34.24
1358,KwaZulu-Natal,KZN245 - Umvoti,DEMOCRATIC ALLIANCE,PR,1370,34.24
1359,KwaZulu-Natal,KZN245 - Umvoti,DEMOCRATIC ALLIANCE,Ward,1320,34.24
1360,KwaZulu-Natal,KZN245 - Umvoti,ECONOMIC FREEDOM FIGHTERS,PR,483,34.24
1361,KwaZulu-Natal,KZN245 - Umvoti,ECONOMIC FREEDOM FIGHTERS,Ward,599,34.24
1362,KwaZulu-Natal,KZN245 - Umvoti,INDEPENDENT,Ward,446,34.24
1363,KwaZulu-Natal,KZN245 - Umvoti,INKATHA FREEDOM PARTY,PR,15079,34.24
1364,KwaZulu-Natal,KZN245 - Umvoti,INKATHA FREEDOM PARTY,Ward,14858,34.24
1365,KwaZulu-Natal,KZN252 - Newcastle,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,381,36.08
1366,KwaZulu-Natal,KZN252 - Newcastle,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,376,36.08
1367,KwaZulu-Natal,KZN252 - Newcastle,AFRICAN NATIONAL CONGRESS,PR,66149,36.08
1368,KwaZulu-Natal,KZN252 - Newcastle,AFRICAN NATIONAL CONGRESS,Ward,63352,36.08
1369,KwaZulu-Natal,KZN252 - Newcastle,AZANIAN PEOPLE'S ORGANISATION,PR,801,36.08
1370,KwaZulu-Natal,KZN252 - Newcastle,AZANIAN PEOPLE'S ORGANISATION,Ward,813,36.08
1371,KwaZulu-Natal,KZN252 - Newcastle,DEMOCRATIC ALLIANCE,PR,9993,36.08
1372,KwaZulu-Natal,KZN252 - Newcastle,DEMOCRATIC ALLIANCE,Ward,9587,36.08
1373,KwaZulu-Natal,KZN252 - Newcastle,ECONOMIC FREEDOM FIGHTERS,PR,8128,36.08
1374,KwaZulu-Natal,KZN252 - Newcastle,ECONOMIC FREEDOM FIGHTERS,Ward,8074,36.08
1375,KwaZulu-Natal,KZN252 - Newcastle,INDEPENDENT,Ward,2379,36.08
1376,KwaZulu-Natal,KZN252 - Newcastle,INKATHA FREEDOM PARTY,PR,17298,36.08
1377,KwaZulu-Natal,KZN252 - Newcastle,INKATHA FREEDOM PARTY,Ward,18210,36.08
1378,KwaZulu-Natal,KZN252 - Newcastle,PEOPLE'S REVOLUTIONARY MOVEMENT,PR,850,36.08
1379,KwaZulu-Natal,KZN252 - Newcastle,PEOPLE'S REVOLUTIONARY MOVEMENT,Ward,721,36.08
1380,KwaZulu-Natal,KZN252 - Newcastle,ROYAL LOYAL PROGRESS,PR,1437,36.08
1381,KwaZulu-Natal,KZN252 - Newcastle,ROYAL LOYAL PROGRESS,Ward,1522,36.08
1382,KwaZulu-Natal,KZN252 - Newcastle,VRYHEIDSFRONT PLUS,PR,764,36.08
1383,KwaZulu-Natal,KZN252 - Newcastle,VRYHEIDSFRONT PLUS,Ward,774,36.08
1384,KwaZulu-Natal,KZN253 - eMadlangeni,AFRICAN NATIONAL CONGRESS,PR,5167,36.05
1385,KwaZulu-Natal,KZN253 - eMadlangeni,AFRICAN NATIONAL CONGRESS,Ward,4788,36.05
1386,KwaZulu-Natal,KZN253 - eMadlangeni,AZANIAN PEOPLE'S ORGANISATION,PR,117,36.05
1387,KwaZulu-Natal,KZN253 - eMadlangeni,AZANIAN PEOPLE'S ORGANISATION,Ward,92,36.05
1388,KwaZulu-Natal,KZN253 - eMadlangeni,DEMOCRATIC ALLIANCE,PR,789,36.05
1389,KwaZulu-Natal,KZN253 - eMadlangeni,DEMOCRATIC ALLIANCE,Ward,759,36.05
1390,KwaZulu-Natal,KZN253 - eMadlangeni,ECONOMIC FREEDOM FIGHTERS,PR,608,36.05
1391,KwaZulu-Natal,KZN253 - eMadlangeni,ECONOMIC FREEDOM FIGHTERS,Ward,588,36.05
1392,KwaZulu-Natal,KZN253 - eMadlangeni,INDEPENDENT,Ward,537,36.05
1393,KwaZulu-Natal,KZN253 - eMadlangeni,INKATHA FREEDOM PARTY,PR,1986,36.05
1394,KwaZulu-Natal,KZN253 - eMadlangeni,INKATHA FREEDOM PARTY,Ward,1977,36.05
1395,KwaZulu-Natal,KZN253 - eMadlangeni,ROYAL LOYAL PROGRESS,PR,116,36.05
1396,KwaZulu-Natal,KZN253 - eMadlangeni,ROYAL LOYAL PROGRESS,Ward,83,36.05
1397,KwaZulu-Natal,KZN253 - eMadlangeni,VRYHEIDSFRONT PLUS,PR,124,36.05
1398,KwaZulu-Natal,KZN253 - eMadlangeni,VRYHEIDSFRONT PLUS,Ward,119,36.05
1399,KwaZulu-Natal,KZN254 - Dannhauser,AFRICAN NATIONAL CONGRESS,PR,16833,33.11
1400,KwaZulu-Natal,KZN254 - Dannhauser,AFRICAN NATIONAL CONGRESS,Ward,16588,33.11
1401,KwaZulu-Natal,KZN254 - Dannhauser,AZANIAN PEOPLE'S ORGANISATION,PR,172,33.11
1402,KwaZulu-Natal,KZN254 - Dannhauser,AZANIAN PEOPLE'S ORGANISATION,Ward,140,33.11
1403,KwaZulu-Natal,KZN254 - Dannhauser,DEMOCRATIC ALLIANCE,PR,1385,33.11
1404,KwaZulu-Natal,KZN254 - Dannhauser,DEMOCRATIC ALLIANCE,Ward,1368,33.11
1405,KwaZulu-Natal,KZN254 - Dannhauser,ECONOMIC FREEDOM FIGHTERS,PR,1507,33.11
1406,KwaZulu-Natal,KZN254 - Dannhauser,ECONOMIC FREEDOM FIGHTERS,Ward,1483,33.11
1407,KwaZulu-Natal,KZN254 - Dannhauser,INDEPENDENT,Ward,233,33.11
1408,KwaZulu-Natal,KZN254 - Dannhauser,INKATHA FREEDOM PARTY,PR,8920,33.11
1409,KwaZulu-Natal,KZN254 - Dannhauser,INKATHA FREEDOM PARTY,Ward,9258,33.11
1410,KwaZulu-Natal,KZN254 - Dannhauser,ROYAL LOYAL PROGRESS,PR,384,33.11
1411,KwaZulu-Natal,KZN254 - Dannhauser,ROYAL LOYAL PROGRESS,Ward,345,33.11
1412,KwaZulu-Natal,KZN261 - eDumbe,AFRICAN NATIONAL CONGRESS,PR,11512,30.47
1413,KwaZulu-Natal,KZN261 - eDumbe,AFRICAN NATIONAL CONGRESS,Ward,11308,30.47
1414,KwaZulu-Natal,KZN261 - eDumbe,AFRICAN PEOPLE'S CONVENTION,PR,186,30.47
1415,KwaZulu-Natal,KZN261 - eDumbe,AFRICAN PEOPLE'S CONVENTION,Ward,183,30.47
1416,KwaZulu-Natal,KZN261 - eDumbe,DEMOCRATIC ALLIANCE,PR,6640,30.47
1417,KwaZulu-Natal,KZN261 - eDumbe,DEMOCRATIC ALLIANCE,Ward,6542,30.47
1418,KwaZulu-Natal,KZN261 - eDumbe,ECONOMIC FREEDOM FIGHTERS,PR,413,30.47
1419,KwaZulu-Natal,KZN261 - eDumbe,ECONOMIC FREEDOM FIGHTERS,Ward,466,30.47
1420,KwaZulu-Natal,KZN261 - eDumbe,INDEPENDENT,Ward,524,30.47
1421,KwaZulu-Natal,KZN261 - eDumbe,INKATHA FREEDOM PARTY,PR,3593,30.47
1422,KwaZulu-Natal,KZN261 - eDumbe,INKATHA FREEDOM PARTY,Ward,3422,30.47
1423,KwaZulu-Natal,KZN261 - eDumbe,VRYHEIDSFRONT PLUS,PR,160,30.47
1424,KwaZulu-Natal,KZN261 - eDumbe,VRYHEIDSFRONT PLUS,Ward,104,30.47
1425,KwaZulu-Natal,KZN262 - UPhongolo,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,175,31.79
1426,KwaZulu-Natal,KZN262 - UPhongolo,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,183,31.79
1427,KwaZulu-Natal,KZN262 - UPhongolo,AFRICAN NATIONAL CONGRESS,PR,19035,31.79
1428,KwaZulu-Natal,KZN262 - UPhongolo,AFRICAN NATIONAL CONGRESS,Ward,18608,31.79
1429,KwaZulu-Natal,KZN262 - UPhongolo,DEMOCRATIC ALLIANCE,PR,2140,31.79
1430,KwaZulu-Natal,KZN262 - UPhongolo,DEMOCRATIC ALLIANCE,Ward,2070,31.79
1431,KwaZulu-Natal,KZN262 - UPhongolo,ECONOMIC FREEDOM FIGHTERS,PR,796,31.79
1432,KwaZulu-Natal,KZN262 - UPhongolo,ECONOMIC FREEDOM FIGHTERS,Ward,665,31.79
1433,KwaZulu-Natal,KZN262 - UPhongolo,INDEPENDENT,Ward,977,31.79
1434,KwaZulu-Natal,KZN262 - UPhongolo,INKATHA FREEDOM PARTY,PR,12429,31.79
1435,KwaZulu-Natal,KZN262 - UPhongolo,INKATHA FREEDOM PARTY,Ward,12123,31.79
1436,KwaZulu-Natal,KZN263 - Abaqulusi,AFRICAN NATIONAL CONGRESS,PR,25517,26.07
1437,KwaZulu-Natal,KZN263 - Abaqulusi,AFRICAN NATIONAL CONGRESS,Ward,24663,26.07
1438,KwaZulu-Natal,KZN263 - Abaqulusi,DEMOCRATIC ALLIANCE,PR,4183,26.07
1439,KwaZulu-Natal,KZN263 - Abaqulusi,DEMOCRATIC ALLIANCE,Ward,3990,26.07
1440,KwaZulu-Natal,KZN263 - Abaqulusi,ECONOMIC FREEDOM FIGHTERS,PR,920,26.07
1441,KwaZulu-Natal,KZN263 - Abaqulusi,ECONOMIC FREEDOM FIGHTERS,Ward,851,26.07
1442,KwaZulu-Natal,KZN263 - Abaqulusi,INDEPENDENT,Ward,1657,26.07
1443,KwaZulu-Natal,KZN263 - Abaqulusi,INKATHA FREEDOM PARTY,PR,23202,26.07
1444,KwaZulu-Natal,KZN263 - Abaqulusi,INKATHA FREEDOM PARTY,Ward,22546,26.07
1445,KwaZulu-Natal,KZN263 - Abaqulusi,VRYHEIDSFRONT PLUS,PR,545,26.07
1446,KwaZulu-Natal,KZN263 - Abaqulusi,VRYHEIDSFRONT PLUS,Ward,500,26.07
1447,KwaZulu-Natal,KZN265 - Nongoma,AFRICAN NATIONAL CONGRESS,PR,16861,30.25
1448,KwaZulu-Natal,KZN265 - Nongoma,AFRICAN NATIONAL CONGRESS,Ward,17020,30.25
1449,KwaZulu-Natal,KZN265 - Nongoma,DEMOCRATIC ALLIANCE,PR,7473,30.25
1450,KwaZulu-Natal,KZN265 - Nongoma,DEMOCRATIC ALLIANCE,Ward,6559,30.25
1451,KwaZulu-Natal,KZN265 - Nongoma,ECONOMIC FREEDOM FIGHTERS,PR,1725,30.25
1452,KwaZulu-Natal,KZN265 - Nongoma,ECONOMIC FREEDOM FIGHTERS,Ward,1970,30.25
1453,KwaZulu-Natal,KZN265 - Nongoma,INDEPENDENT,Ward,61,30.25
1454,KwaZulu-Natal,KZN265 - Nongoma,INKATHA FREEDOM PARTY,PR,29073,30.25
1455,KwaZulu-Natal,KZN265 - Nongoma,INKATHA FREEDOM PARTY,Ward,29104,30.25
1456,KwaZulu-Natal,KZN266 - Ulundi,ACADEMIC CONGRESS UNION,PR,192,43.21
1457,KwaZulu-Natal,KZN266 - Ulundi,ACADEMIC CONGRESS UNION,Ward,325,43.21
1458,KwaZulu-Natal,KZN266 - Ulundi,AFRICAN NATIONAL CONGRESS,PR,12950,43.21
1459,KwaZulu-Natal,KZN266 - Ulundi,AFRICAN NATIONAL CONGRESS,Ward,12994,43.21
1460,KwaZulu-Natal,KZN266 - Ulundi,DEMOCRATIC ALLIANCE,PR,521,43.21
1461,KwaZulu-Natal,KZN266 - Ulundi,DEMOCRATIC ALLIANCE,Ward,550,43.21
1462,KwaZulu-Natal,KZN266 - Ulundi,ECONOMIC FREEDOM FIGHTERS,PR,963,43.21
1463,KwaZulu-Natal,KZN266 - Ulundi,ECONOMIC FREEDOM FIGHTERS,Ward,999,43.21
1464,KwaZulu-Natal,KZN266 - Ulundi,INDEPENDENT,Ward,558,43.21
1465,KwaZulu-Natal,KZN266 - Ulundi,INKATHA FREEDOM PARTY,PR,41283,43.21
1466,KwaZulu-Natal,KZN266 - Ulundi,INKATHA FREEDOM PARTY,Ward,40494,43.21
1467,KwaZulu-Natal,KZN271 - Umhlabuyalingana,AFRICAN INDEPENDENT CONGRESS,PR,2865,36.25
1468,KwaZulu-Natal,KZN271 - Umhlabuyalingana,AFRICAN INDEPENDENT CONGRESS,Ward,1065,36.25
1469,KwaZulu-Natal,KZN271 - Umhlabuyalingana,AFRICAN NATIONAL CONGRESS,PR,28836,36.25
