,Province,Municipality,Party,BallotType,ValidVotesCast,% Voter Turnout
2807,North West,NW403 - Matlosana,DEMOCRATIC ALLIANCE,PR,22722,34.35
2808,North West,NW403 - Matlosana,DEMOCRATIC ALLIANCE,Ward,22721,34.35
2809,North West,NW403 - Matlosana,ECONOMIC FREEDOM FIGHTERS,PR,9830,34.35
2810,North West,NW403 - Matlosana,ECONOMIC FREEDOM FIGHTERS,Ward,9922,34.35
2811,North West,NW403 - Matlosana,FORUM 4 SERVICE DELIVERY,PR,2896,34.35
2812,North West,NW403 - Matlosana,FORUM 4 SERVICE DELIVERY,Ward,3220,34.35
2813,North West,NW403 - Matlosana,INDEPENDENT,Ward,90,34.35
2814,North West,NW403 - Matlosana,INDEPENDENT RATEPAYERS ASSOCIATION OF SA,PR,1102,34.35
2815,North West,NW403 - Matlosana,INDEPENDENT RATEPAYERS ASSOCIATION OF SA,Ward,1409,34.35
2816,North West,NW403 - Matlosana,MOVEMEANT OF GOD,PR,102,34.35
2817,North West,NW403 - Matlosana,MOVEMEANT OF GOD,Ward,37,34.35
2818,North West,NW403 - Matlosana,PAN AFRICANIST CONGRESS OF AZANIA,PR,198,34.35
2819,North West,NW403 - Matlosana,PAN AFRICANIST CONGRESS OF AZANIA,Ward,46,34.35
2820,North West,NW403 - Matlosana,VRYHEIDSFRONT PLUS,PR,4146,34.35
2821,North West,NW403 - Matlosana,VRYHEIDSFRONT PLUS,Ward,4255,34.35
2822,North West,NW404 - Maquassi Hills,AFRICAN NATIONAL CONGRESS,PR,13320,35.93
2823,North West,NW404 - Maquassi Hills,AFRICAN NATIONAL CONGRESS,Ward,13465,35.93
2824,North West,NW404 - Maquassi Hills,DEMOCRATIC ALLIANCE,PR,2785,35.93
2825,North West,NW404 - Maquassi Hills,DEMOCRATIC ALLIANCE,Ward,2750,35.93
2826,North West,NW404 - Maquassi Hills,ECONOMIC FREEDOM FIGHTERS,PR,2285,35.93
2827,North West,NW404 - Maquassi Hills,ECONOMIC FREEDOM FIGHTERS,Ward,2264,35.93
2828,North West,NW404 - Maquassi Hills,FORUM 4 SERVICE DELIVERY,PR,1467,35.93
2829,North West,NW404 - Maquassi Hills,FORUM 4 SERVICE DELIVERY,Ward,1492,35.93
2830,North West,NW404 - Maquassi Hills,INDEPENDENT,Ward,72,35.93
2831,North West,NW404 - Maquassi Hills,LEBALENG COMMUNIST PARTY,PR,146,35.93
2832,North West,NW404 - Maquassi Hills,LEBALENG COMMUNIST PARTY,Ward,143,35.93
2833,North West,NW404 - Maquassi Hills,PATRIOTIC ALLIANCE,PR,91,35.93
2834,North West,NW404 - Maquassi Hills,PATRIOTIC ALLIANCE,Ward,32,35.93
2835,North West,NW404 - Maquassi Hills,UNITED CHRISTIAN DEMOCRATIC PARTY,PR,66,35.93
2836,North West,NW404 - Maquassi Hills,UNITED CHRISTIAN DEMOCRATIC PARTY,Ward,57,35.93
2837,North West,NW404 - Maquassi Hills,VRYHEIDSFRONT PLUS,PR,475,35.93
2838,North West,NW404 - Maquassi Hills,VRYHEIDSFRONT PLUS,Ward,447,35.93
2839,North West,NW405 - Ventersdorp/Tlokwe,AFRICAN NATIONAL CONGRESS,PR,33269,28.73
2840,North West,NW405 - Ventersdorp/Tlokwe,AFRICAN NATIONAL CONGRESS,Ward,33420,28.73
2841,North West,NW405 - Ventersdorp/Tlokwe,CONGRESS  OF THE PEOPLE,PR,574,28.73
2842,North West,NW405 - Ventersdorp/Tlokwe,CONGRESS  OF THE PEOPLE,Ward,21,28.73
2843,North West,NW405 - Ventersdorp/Tlokwe,DEMOCRATIC ALLIANCE,PR,21222,28.73
2844,North West,NW405 - Ventersdorp/Tlokwe,DEMOCRATIC ALLIANCE,Ward,21009,28.73
2845,North West,NW405 - Ventersdorp/Tlokwe,ECONOMIC FREEDOM FIGHTERS,PR,4885,28.73
2846,North West,NW405 - Ventersdorp/Tlokwe,ECONOMIC FREEDOM FIGHTERS,Ward,4927,28.73
2847,North West,NW405 - Ventersdorp/Tlokwe,INDEPENDENT,Ward,396,28.73
2848,North West,NW405 - Ventersdorp/Tlokwe,INDEPENDENT COUNCILLORS,PR,2036,28.73
2849,North West,NW405 - Ventersdorp/Tlokwe,INDEPENDENT COUNCILLORS,Ward,2101,28.73
2850,North West,NW405 - Ventersdorp/Tlokwe,PAN AFRICANIST CONGRESS OF AZANIA,PR,151,28.73
2851,North West,NW405 - Ventersdorp/Tlokwe,PAN AFRICANIST CONGRESS OF AZANIA,Ward,44,28.73
2852,North West,NW405 - Ventersdorp/Tlokwe,VRYHEIDSFRONT PLUS,PR,3471,28.73
2853,North West,NW405 - Ventersdorp/Tlokwe,VRYHEIDSFRONT PLUS,Ward,3586,28.73
2854,Northern Cape,NC061 - RICHTERSVELD,AFRICAN NATIONAL CONGRESS,PR,2317,31.42
2855,Northern Cape,NC061 - RICHTERSVELD,AFRICAN NATIONAL CONGRESS,Ward,2297,31.42
2856,Northern Cape,NC061 - RICHTERSVELD,DEMOCRATIC ALLIANCE,PR,2021,31.42
2857,Northern Cape,NC061 - RICHTERSVELD,DEMOCRATIC ALLIANCE,Ward,2030,31.42
2858,Northern Cape,NC061 - RICHTERSVELD,ECONOMIC FREEDOM FIGHTERS,PR,42,31.42
2859,Northern Cape,NC061 - RICHTERSVELD,ECONOMIC FREEDOM FIGHTERS,Ward,47,31.42
2860,Northern Cape,NC062 - NAMA KHOI,AFRICAN NATIONAL CONGRESS,PR,7792,26.96
2861,Northern Cape,NC062 - NAMA KHOI,AFRICAN NATIONAL CONGRESS,Ward,7812,26.96
2862,Northern Cape,NC062 - NAMA KHOI,CONGRESS  OF THE PEOPLE,PR,628,26.96
2863,Northern Cape,NC062 - NAMA KHOI,CONGRESS  OF THE PEOPLE,Ward,633,26.96
2864,Northern Cape,NC062 - NAMA KHOI,DEMOCRATIC ALLIANCE,PR,6958,26.96
2865,Northern Cape,NC062 - NAMA KHOI,DEMOCRATIC ALLIANCE,Ward,6737,26.96
2866,Northern Cape,NC062 - NAMA KHOI,ECONOMIC FREEDOM FIGHTERS,PR,296,26.96
2867,Northern Cape,NC062 - NAMA KHOI,ECONOMIC FREEDOM FIGHTERS,Ward,295,26.96
2868,Northern Cape,NC062 - NAMA KHOI,INDEPENDENT,Ward,273,26.96
2869,Northern Cape,NC062 - NAMA KHOI,KHOISAN REVOLUTION,PR,865,26.96
2870,Northern Cape,NC062 - NAMA KHOI,KHOISAN REVOLUTION,Ward,855,26.96
2871,Northern Cape,NC062 - NAMA KHOI,VRYHEIDSFRONT PLUS,PR,143,26.96
2872,Northern Cape,NC062 - NAMA KHOI,VRYHEIDSFRONT PLUS,Ward,105,26.96
2873,Northern Cape,NC064 - KAMIESBERG,AFRICAN NATIONAL CONGRESS,PR,3083,42.07
2874,Northern Cape,NC064 - KAMIESBERG,AFRICAN NATIONAL CONGRESS,Ward,3086,42.07
2875,Northern Cape,NC064 - KAMIESBERG,CONGRESS  OF THE PEOPLE,PR,45,42.07
2876,Northern Cape,NC064 - KAMIESBERG,CONGRESS  OF THE PEOPLE,Ward,32,42.07
2877,Northern Cape,NC064 - KAMIESBERG,DEMOCRATIC ALLIANCE,PR,1387,42.07
2878,Northern Cape,NC064 - KAMIESBERG,DEMOCRATIC ALLIANCE,Ward,1379,42.07
2879,Northern Cape,NC064 - KAMIESBERG,ECONOMIC FREEDOM FIGHTERS,PR,350,42.07
2880,Northern Cape,NC064 - KAMIESBERG,ECONOMIC FREEDOM FIGHTERS,Ward,365,42.07
2881,Northern Cape,NC064 - KAMIESBERG,VRYHEIDSFRONT PLUS,PR,73,42.07
2882,Northern Cape,NC064 - KAMIESBERG,VRYHEIDSFRONT PLUS,Ward,68,42.07
2883,Northern Cape,NC065 - HANTAM,AFRICAN NATIONAL CONGRESS,PR,4222,31.65
2884,Northern Cape,NC065 - HANTAM,AFRICAN NATIONAL CONGRESS,Ward,4166,31.65
2885,Northern Cape,NC065 - HANTAM,CONGRESS  OF THE PEOPLE,PR,349,31.65
2886,Northern Cape,NC065 - HANTAM,CONGRESS  OF THE PEOPLE,Ward,354,31.65
2887,Northern Cape,NC065 - HANTAM,DEMOCRATIC ALLIANCE,PR,3201,31.65
2888,Northern Cape,NC065 - HANTAM,DEMOCRATIC ALLIANCE,Ward,3163,31.65
2889,Northern Cape,NC065 - HANTAM,ECONOMIC FREEDOM FIGHTERS,PR,98,31.65
2890,Northern Cape,NC065 - HANTAM,ECONOMIC FREEDOM FIGHTERS,Ward,102,31.65
2891,Northern Cape,NC065 - HANTAM,HANTAM ONTWIKKELINGS FORUM,PR,104,31.65
2892,Northern Cape,NC065 - HANTAM,HANTAM ONTWIKKELINGS FORUM,Ward,85,31.65
2893,Northern Cape,NC065 - HANTAM,INDEPENDENT,Ward,382,31.65
2894,Northern Cape,NC065 - HANTAM,KHOISAN REVOLUTION,PR,177,31.65
2895,Northern Cape,NC065 - HANTAM,KHOISAN REVOLUTION,Ward,154,31.65
2896,Northern Cape,NC065 - HANTAM,VRYHEIDSFRONT PLUS,PR,319,31.65
2897,Northern Cape,NC065 - HANTAM,VRYHEIDSFRONT PLUS,Ward,321,31.65
2898,Northern Cape,NC066 - KAROO HOOGLAND,AFRICAN NATIONAL CONGRESS,PR,2429,33.57
2899,Northern Cape,NC066 - KAROO HOOGLAND,AFRICAN NATIONAL CONGRESS,Ward,2401,33.57
2900,Northern Cape,NC066 - KAROO HOOGLAND,CIVIC INDEPENDENT,PR,31,33.57
2901,Northern Cape,NC066 - KAROO HOOGLAND,CIVIC INDEPENDENT,Ward,12,33.57
2902,Northern Cape,NC066 - KAROO HOOGLAND,CONGRESS  OF THE PEOPLE,PR,332,33.57
2903,Northern Cape,NC066 - KAROO HOOGLAND,CONGRESS  OF THE PEOPLE,Ward,323,33.57
2904,Northern Cape,NC066 - KAROO HOOGLAND,DEMOCRATIC ALLIANCE,PR,1441,33.57
2905,Northern Cape,NC066 - KAROO HOOGLAND,DEMOCRATIC ALLIANCE,Ward,1340,33.57
2906,Northern Cape,NC066 - KAROO HOOGLAND,ECONOMIC FREEDOM FIGHTERS,PR,82,33.57
2907,Northern Cape,NC066 - KAROO HOOGLAND,ECONOMIC FREEDOM FIGHTERS,Ward,84,33.57
2908,Northern Cape,NC066 - KAROO HOOGLAND,INDEPENDENT,Ward,164,33.57
2909,Northern Cape,NC066 - KAROO HOOGLAND,VRYHEIDSFRONT PLUS,PR,124,33.57
2910,Northern Cape,NC066 - KAROO HOOGLAND,VRYHEIDSFRONT PLUS,Ward,113,33.57
2911,Northern Cape,NC067 - KHâI-MA,AFRICAN NATIONAL CONGRESS,PR,2362,33.13
2912,Northern Cape,NC067 - KHâI-MA,AFRICAN NATIONAL CONGRESS,Ward,2328,33.13
2913,Northern Cape,NC067 - KHâI-MA,CONGRESS  OF THE PEOPLE,PR,279,33.13
2914,Northern Cape,NC067 - KHâI-MA,CONGRESS  OF THE PEOPLE,Ward,272,33.13
2915,Northern Cape,NC067 - KHâI-MA,DEMOCRATIC ALLIANCE,PR,991,33.13
2916,Northern Cape,NC067 - KHâI-MA,DEMOCRATIC ALLIANCE,Ward,1011,33.13
2917,Northern Cape,NC067 - KHâI-MA,DIE FORUM,PR,113,33.13
2918,Northern Cape,NC067 - KHâI-MA,DIE FORUM,Ward,124,33.13
2919,Northern Cape,NC067 - KHâI-MA,ECONOMIC FREEDOM FIGHTERS,PR,79,33.13
2920,Northern Cape,NC067 - KHâI-MA,ECONOMIC FREEDOM FIGHTERS,Ward,50,33.13
2921,Northern Cape,NC067 - KHâI-MA,KHAI-MA ONAFHANKLIKE KANDIDATE KOALISIE,PR,245,33.13
2922,Northern Cape,NC067 - KHâI-MA,KHAI-MA ONAFHANKLIKE KANDIDATE KOALISIE,Ward,279,33.13
2923,Northern Cape,NC067 - KHâI-MA,VRYHEIDSFRONT PLUS,PR,48,33.13
2924,Northern Cape,NC067 - KHâI-MA,VRYHEIDSFRONT PLUS,Ward,49,33.13
2925,Northern Cape,NC071 - UBUNTU,AFRICAN NATIONAL CONGRESS,PR,2758,28.41
2926,Northern Cape,NC071 - UBUNTU,AFRICAN NATIONAL CONGRESS,Ward,2547,28.41
2927,Northern Cape,NC071 - UBUNTU,CONGRESS  OF THE PEOPLE,PR,825,28.41
2928,Northern Cape,NC071 - UBUNTU,CONGRESS  OF THE PEOPLE,Ward,78,28.41
2929,Northern Cape,NC071 - UBUNTU,DEMOCRATIC ALLIANCE,PR,2222,28.41
2930,Northern Cape,NC071 - UBUNTU,DEMOCRATIC ALLIANCE,Ward,1717,28.41
2931,Northern Cape,NC071 - UBUNTU,ECONOMIC FREEDOM FIGHTERS,PR,329,28.41
2932,Northern Cape,NC071 - UBUNTU,ECONOMIC FREEDOM FIGHTERS,Ward,205,28.41
2933,Northern Cape,NC071 - UBUNTU,INDEPENDENT,Ward,1736,28.41
2934,Northern Cape,NC071 - UBUNTU,VRYHEIDSFRONT PLUS,PR,134,28.41
2935,Northern Cape,NC071 - UBUNTU,VRYHEIDSFRONT PLUS,Ward,69,28.41
2936,Northern Cape,NC072 - UMSOBOMVU,AFRICAN NATIONAL CONGRESS,PR,6685,45.45
2937,Northern Cape,NC072 - UMSOBOMVU,AFRICAN NATIONAL CONGRESS,Ward,6643,45.45
2938,Northern Cape,NC072 - UMSOBOMVU,CONGRESS  OF THE PEOPLE,PR,121,45.45
2939,Northern Cape,NC072 - UMSOBOMVU,CONGRESS  OF THE PEOPLE,Ward,65,45.45
2940,Northern Cape,NC072 - UMSOBOMVU,DEMOCRATIC ALLIANCE,PR,2335,45.45
2941,Northern Cape,NC072 - UMSOBOMVU,DEMOCRATIC ALLIANCE,Ward,2385,45.45
2942,Northern Cape,NC072 - UMSOBOMVU,ECONOMIC FREEDOM FIGHTERS,PR,577,45.45
2943,Northern Cape,NC072 - UMSOBOMVU,ECONOMIC FREEDOM FIGHTERS,Ward,585,45.45
2944,Northern Cape,NC072 - UMSOBOMVU,VRYHEIDSFRONT PLUS,PR,68,45.45
2945,Northern Cape,NC072 - UMSOBOMVU,VRYHEIDSFRONT PLUS,Ward,79,45.45
2946,Northern Cape,NC073 - EMTHANJENI,AFRICAN NATIONAL CONGRESS,PR,8264,36.38
2947,Northern Cape,NC073 - EMTHANJENI,AFRICAN NATIONAL CONGRESS,Ward,8393,36.38
2948,Northern Cape,NC073 - EMTHANJENI,CONGRESS  OF THE PEOPLE,PR,149,36.38
2949,Northern Cape,NC073 - EMTHANJENI,CONGRESS  OF THE PEOPLE,Ward,102,36.38
2950,Northern Cape,NC073 - EMTHANJENI,DEMOCRATIC ALLIANCE,PR,5004,36.38
2951,Northern Cape,NC073 - EMTHANJENI,DEMOCRATIC ALLIANCE,Ward,4950,36.38
2952,Northern Cape,NC073 - EMTHANJENI,ECONOMIC FREEDOM FIGHTERS,PR,832,36.38
2953,Northern Cape,NC073 - EMTHANJENI,ECONOMIC FREEDOM FIGHTERS,Ward,830,36.38
2954,Northern Cape,NC073 - EMTHANJENI,VRYHEIDSFRONT PLUS,PR,144,36.38
2955,Northern Cape,NC073 - EMTHANJENI,VRYHEIDSFRONT PLUS,Ward,142,36.38
2956,Northern Cape,NC074 - KAREEBERG,AFRICAN NATIONAL CONGRESS,PR,2321,31.23
2957,Northern Cape,NC074 - KAREEBERG,AFRICAN NATIONAL CONGRESS,Ward,2135,31.23
2958,Northern Cape,NC074 - KAREEBERG,CONGRESS  OF THE PEOPLE,PR,117,31.23
2959,Northern Cape,NC074 - KAREEBERG,CONGRESS  OF THE PEOPLE,Ward,103,31.23
2960,Northern Cape,NC074 - KAREEBERG,DEMOCRATIC ALLIANCE,PR,1671,31.23
2961,Northern Cape,NC074 - KAREEBERG,DEMOCRATIC ALLIANCE,Ward,1363,31.23
2962,Northern Cape,NC074 - KAREEBERG,ECONOMIC FREEDOM FIGHTERS,PR,632,31.23
2963,Northern Cape,NC074 - KAREEBERG,ECONOMIC FREEDOM FIGHTERS,Ward,484,31.23
2964,Northern Cape,NC074 - KAREEBERG,INDEPENDENT,Ward,678,31.23
2965,Northern Cape,NC074 - KAREEBERG,VRYHEIDSFRONT PLUS,PR,74,31.23
2966,Northern Cape,NC074 - KAREEBERG,VRYHEIDSFRONT PLUS,Ward,51,31.23
2967,Northern Cape,NC075 - RENOSTERBERG,AFRICAN NATIONAL CONGRESS,PR,2281,36.16
2968,Northern Cape,NC075 - RENOSTERBERG,AFRICAN NATIONAL CONGRESS,Ward,2311,36.16
2969,Northern Cape,NC075 - RENOSTERBERG,DEMOCRATIC ALLIANCE,PR,1835,36.16
2970,Northern Cape,NC075 - RENOSTERBERG,DEMOCRATIC ALLIANCE,Ward,1838,36.16
2971,Northern Cape,NC075 - RENOSTERBERG,ECONOMIC FREEDOM FIGHTERS,PR,207,36.16
2972,Northern Cape,NC075 - RENOSTERBERG,ECONOMIC FREEDOM FIGHTERS,Ward,185,36.16
2973,Northern Cape,NC075 - RENOSTERBERG,VRYHEIDSFRONT PLUS,PR,75,36.16
2974,Northern Cape,NC075 - RENOSTERBERG,VRYHEIDSFRONT PLUS,Ward,67,36.16
2975,Northern Cape,NC076 - THEMBELIHLE,AFRICAN NATIONAL CONGRESS,PR,3120,35.16
2976,Northern Cape,NC076 - THEMBELIHLE,AFRICAN NATIONAL CONGRESS,Ward,3111,35.16
2977,Northern Cape,NC076 - THEMBELIHLE,CONGRESS  OF THE PEOPLE,PR,311,35.16
2978,Northern Cape,NC076 - THEMBELIHLE,CONGRESS  OF THE PEOPLE,Ward,267,35.16
2979,Northern Cape,NC076 - THEMBELIHLE,DEMOCRATIC ALLIANCE,PR,1328,35.16
2980,Northern Cape,NC076 - THEMBELIHLE,DEMOCRATIC ALLIANCE,Ward,1265,35.16
2981,Northern Cape,NC076 - THEMBELIHLE,ECONOMIC FREEDOM FIGHTERS,PR,660,35.16
2982,Northern Cape,NC076 - THEMBELIHLE,ECONOMIC FREEDOM FIGHTERS,Ward,641,35.16
2983,Northern Cape,NC076 - THEMBELIHLE,INDEPENDENT,Ward,146,35.16
2984,Northern Cape,NC076 - THEMBELIHLE,KHOISAN REVOLUTION,PR,35,35.16
2985,Northern Cape,NC076 - THEMBELIHLE,KHOISAN REVOLUTION,Ward,31,35.16
2986,Northern Cape,NC076 - THEMBELIHLE,VRYHEIDSFRONT PLUS,PR,216,35.16
2987,Northern Cape,NC076 - THEMBELIHLE,VRYHEIDSFRONT PLUS,Ward,215,35.16
2988,Northern Cape,NC077 - SIYATHEMBA,AFRICAN NATIONAL CONGRESS,PR,4661,38.5
2989,Northern Cape,NC077 - SIYATHEMBA,AFRICAN NATIONAL CONGRESS,Ward,4555,38.5
2990,Northern Cape,NC077 - SIYATHEMBA,CONGRESS  OF THE PEOPLE,PR,237,38.5
2991,Northern Cape,NC077 - SIYATHEMBA,CONGRESS  OF THE PEOPLE,Ward,164,38.5
2992,Northern Cape,NC077 - SIYATHEMBA,DEMOCRATIC ALLIANCE,PR,2437,38.5
2993,Northern Cape,NC077 - SIYATHEMBA,DEMOCRATIC ALLIANCE,Ward,2343,38.5
2994,Northern Cape,NC077 - SIYATHEMBA,ECONOMIC FREEDOM FIGHTERS,PR,267,38.5
2995,Northern Cape,NC077 - SIYATHEMBA,ECONOMIC FREEDOM FIGHTERS,Ward,143,38.5
2996,Northern Cape,NC077 - SIYATHEMBA,INDEPENDENT,Ward,424,38.5
2997,Northern Cape,NC077 - SIYATHEMBA,KHOISAN REVOLUTION,PR,29,38.5
2998,Northern Cape,NC077 - SIYATHEMBA,KHOISAN REVOLUTION,Ward,0,38.5
2999,Northern Cape,NC077 - SIYATHEMBA,VRYHEIDSFRONT PLUS,PR,108,38.5
3000,Northern Cape,NC077 - SIYATHEMBA,VRYHEIDSFRONT PLUS,Ward,107,38.5
3001,Northern Cape,NC078 - SIYANCUMA,AFRICAN NATIONAL CONGRESS,PR,7145,36.42
3002,Northern Cape,NC078 - SIYANCUMA,AFRICAN NATIONAL CONGRESS,Ward,7182,36.42
3003,Northern Cape,NC078 - SIYANCUMA,CONGRESS  OF THE PEOPLE,PR,216,36.42
3004,Northern Cape,NC078 - SIYANCUMA,CONGRESS  OF THE PEOPLE,Ward,162,36.42
3005,Northern Cape,NC078 - SIYANCUMA,DEMOCRATIC ALLIANCE,PR,2449,36.42
3006,Northern Cape,NC078 - SIYANCUMA,DEMOCRATIC ALLIANCE,Ward,2398,36.42
3007,Northern Cape,NC078 - SIYANCUMA,ECONOMIC FREEDOM FIGHTERS,PR,2203,36.42
3008,Northern Cape,NC078 - SIYANCUMA,ECONOMIC FREEDOM FIGHTERS,Ward,2230,36.42
3009,Northern Cape,NC078 - SIYANCUMA,INDEPENDENT,Ward,31,36.42
3010,Northern Cape,NC078 - SIYANCUMA,VRYHEIDSFRONT PLUS,PR,294,36.42
3011,Northern Cape,NC078 - SIYANCUMA,VRYHEIDSFRONT PLUS,Ward,349,36.42
3012,Northern Cape,NC082 - KAI !GARIB,AFRICAN NATIONAL CONGRESS,PR,10826,34.47
3013,Northern Cape,NC082 - KAI !GARIB,AFRICAN NATIONAL CONGRESS,Ward,10829,34.47
3014,Northern Cape,NC082 - KAI !GARIB,CONGRESS  OF THE PEOPLE,PR,531,34.47
3015,Northern Cape,NC082 - KAI !GARIB,CONGRESS  OF THE PEOPLE,Ward,552,34.47
3016,Northern Cape,NC082 - KAI !GARIB,DEMOCRATIC ALLIANCE,PR,4669,34.47
3017,Northern Cape,NC082 - KAI !GARIB,DEMOCRATIC ALLIANCE,Ward,4573,34.47
3018,Northern Cape,NC082 - KAI !GARIB,DIE FORUM,PR,1678,34.47
3019,Northern Cape,NC082 - KAI !GARIB,DIE FORUM,Ward,1672,34.47
3020,Northern Cape,NC082 - KAI !GARIB,ECONOMIC FREEDOM FIGHTERS,PR,610,34.47
3021,Northern Cape,NC082 - KAI !GARIB,ECONOMIC FREEDOM FIGHTERS,Ward,571,34.47
3022,Northern Cape,NC082 - KAI !GARIB,INDEPENDENT,Ward,596,34.47
3023,Northern Cape,NC082 - KAI !GARIB,KHOISAN REVOLUTION,PR,135,34.47
3024,Northern Cape,NC082 - KAI !GARIB,KHOISAN REVOLUTION,Ward,67,34.47
3025,Northern Cape,NC082 - KAI !GARIB,PATRIOTIC ALLIANCE,PR,60,34.47
3026,Northern Cape,NC082 - KAI !GARIB,PATRIOTIC ALLIANCE,Ward,40,34.47
3027,Northern Cape,NC082 - KAI !GARIB,VRYHEIDSFRONT PLUS,PR,392,34.47
3028,Northern Cape,NC082 - KAI !GARIB,VRYHEIDSFRONT PLUS,Ward,467,34.47
3029,Northern Cape,NC084 - !KHEIS,AFRICAN NATIONAL CONGRESS,PR,4160,42.75
3030,Northern Cape,NC084 - !KHEIS,AFRICAN NATIONAL CONGRESS,Ward,4143,42.75
3031,Northern Cape,NC084 - !KHEIS,CONGRESS  OF THE PEOPLE,PR,2001,42.75
3032,Northern Cape,NC084 - !KHEIS,CONGRESS  OF THE PEOPLE,Ward,1523,42.75
3033,Northern Cape,NC084 - !KHEIS,DEMOCRATIC ALLIANCE,PR,699,42.75
3034,Northern Cape,NC084 - !KHEIS,DEMOCRATIC ALLIANCE,Ward,612,42.75
3035,Northern Cape,NC084 - !KHEIS,DIE FORUM,PR,62,42.75
3036,Northern Cape,NC084 - !KHEIS,DIE FORUM,Ward,66,42.75
3037,Northern Cape,NC084 - !KHEIS,ECONOMIC FREEDOM FIGHTERS,PR,255,42.75
3038,Northern Cape,NC084 - !KHEIS,ECONOMIC FREEDOM FIGHTERS,Ward,250,42.75
3039,Northern Cape,NC084 - !KHEIS,INDEPENDENT,Ward,542,42.75
3040,Northern Cape,NC084 - !KHEIS,KHOISAN REVOLUTION,Ward,3,42.75
3041,Northern Cape,NC084 - !KHEIS,PATRIOTIC ALLIANCE,Ward,2,42.75
3042,Northern Cape,NC084 - !KHEIS,VRYHEIDSFRONT PLUS,PR,102,42.75
3043,Northern Cape,NC084 - !KHEIS,VRYHEIDSFRONT PLUS,Ward,89,42.75
3044,Northern Cape,NC085 - TSANTSABANE,AFRICAN NATIONAL CONGRESS,PR,6526,35.13
3045,Northern Cape,NC085 - TSANTSABANE,AFRICAN NATIONAL CONGRESS,Ward,6563,35.13
3046,Northern Cape,NC085 - TSANTSABANE,DEMOCRATIC ALLIANCE,PR,1908,35.13
3047,Northern Cape,NC085 - TSANTSABANE,DEMOCRATIC ALLIANCE,Ward,1934,35.13
3048,Northern Cape,NC085 - TSANTSABANE,ECONOMIC FREEDOM FIGHTERS,PR,522,35.13
3049,Northern Cape,NC085 - TSANTSABANE,ECONOMIC FREEDOM FIGHTERS,Ward,517,35.13
3050,Northern Cape,NC085 - TSANTSABANE,SAVE TSANTSABANE COALITION,PR,2566,35.13
3051,Northern Cape,NC085 - TSANTSABANE,SAVE TSANTSABANE COALITION,Ward,2546,35.13
3052,Northern Cape,NC085 - TSANTSABANE,VRYHEIDSFRONT PLUS,PR,216,35.13
3053,Northern Cape,NC085 - TSANTSABANE,VRYHEIDSFRONT PLUS,Ward,232,35.13
3054,Northern Cape,NC086 - KGATELOPELE,AFRICAN NATIONAL CONGRESS,PR,2425,25.12
3055,Northern Cape,NC086 - KGATELOPELE,AFRICAN NATIONAL CONGRESS,Ward,2453,25.12
3056,Northern Cape,NC086 - KGATELOPELE,AZANIAN PEOPLE'S ORGANISATION,PR,31,25.12
3057,Northern Cape,NC086 - KGATELOPELE,AZANIAN PEOPLE'S ORGANISATION,Ward,41,25.12
3058,Northern Cape,NC086 - KGATELOPELE,DEMOCRATIC ALLIANCE,PR,1596,25.12
3059,Northern Cape,NC086 - KGATELOPELE,DEMOCRATIC ALLIANCE,Ward,1588,25.12
3060,Northern Cape,NC086 - KGATELOPELE,ECONOMIC FREEDOM FIGHTERS,PR,219,25.12
3061,Northern Cape,NC086 - KGATELOPELE,ECONOMIC FREEDOM FIGHTERS,Ward,151,25.12
3062,Northern Cape,NC086 - KGATELOPELE,KGATELOPELE COMMUNITY FORUM,PR,1219,25.12
3063,Northern Cape,NC086 - KGATELOPELE,KGATELOPELE COMMUNITY FORUM,Ward,1274,25.12
3064,Northern Cape,NC086 - KGATELOPELE,PATRIOTIC ALLIANCE,PR,34,25.12
3065,Northern Cape,NC086 - KGATELOPELE,PATRIOTIC ALLIANCE,Ward,13,25.12
3066,Northern Cape,NC086 - KGATELOPELE,VRYHEIDSFRONT PLUS,PR,134,25.12
3067,Northern Cape,NC086 - KGATELOPELE,VRYHEIDSFRONT PLUS,Ward,153,25.12
3068,Northern Cape,NC087 - //Khara Hais/Mier,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,98,37.79
3069,Northern Cape,NC087 - //Khara Hais/Mier,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,111,37.79
3070,Northern Cape,NC087 - //Khara Hais/Mier,AFRICAN NATIONAL CONGRESS,PR,21916,37.79
3071,Northern Cape,NC087 - //Khara Hais/Mier,AFRICAN NATIONAL CONGRESS,Ward,21875,37.79
3072,Northern Cape,NC087 - //Khara Hais/Mier,CONGRESS  OF THE PEOPLE,PR,1064,37.79
3073,Northern Cape,NC087 - //Khara Hais/Mier,CONGRESS  OF THE PEOPLE,Ward,984,37.79
3074,Northern Cape,NC087 - //Khara Hais/Mier,DEMOCRATIC ALLIANCE,PR,11494,37.79
3075,Northern Cape,NC087 - //Khara Hais/Mier,DEMOCRATIC ALLIANCE,Ward,11479,37.79
3076,Northern Cape,NC087 - //Khara Hais/Mier,DIE FORUM,PR,57,37.79
3077,Northern Cape,NC087 - //Khara Hais/Mier,DIE FORUM,Ward,48,37.79
3078,Northern Cape,NC087 - //Khara Hais/Mier,ECONOMIC FREEDOM FIGHTERS,PR,1670,37.79
